area,name,rating,total_rate
中正區,Buttermilk 摩登美式餐廳,4.1,1271
中正區,Wayne's Boston,4.4,886
中正區,Qingtian 76,4.3,3035
中正區,"Out Of India, Shida Branch",4.5,2513
中正區,貳樓餐廳Second Floor Cafe 中山南西店,4.3,1196
中正區,Semi Buffet,4.3,2258
中正區,帝拉摩義式餐廳 telamo italian bistro,4,738
中正區,儷季花圓時尚藝術館,4.3,127
中正區,Friends of Armed Forces Taipei Hero House Restaurant,3.9,1499
中正區,人和園餐廳,4.3,1169
中正區,Farmer's Table,4.1,2523
中正區,Ikki,4.4,2469
中正區,Gongzhu Restaurant,3.8,20
中正區,Zhe Yuan Restaurant,4.3,598
中正區,新東南海鮮餐廳 汀州店,4.3,8603
中正區,Japanese buffet restaurant Shin Yeh,4.2,5009
中正區,小牛匠餐廳 (西門店),4,2345
中正區,台大男二宿舍餐廳,4,73
中正區,GB Brewery Restaurant –Taipei NanXi Store,4.2,1121
中正區,Organic Yam,4.4,697
萬華區,【三毛食記SanmoHouse 】精緻定食｜丼飯｜韓式冷麵｜小菜吃到飽｜永和美食｜頂溪美食｜永和餐廳｜,4.9,1014
萬華區,Psalms Cafe詩篇咖啡餐廳,4.5,1242
萬華區,新東南海鮮餐廳 汀州店,4.3,8603
萬華區,JAI宅 西門店,4.5,1680
萬華區,Farmer's Table,4.1,2523
萬華區,Coba Sushi,4.4,1094
萬華區,新港茶餐廳 (西門店),4.1,2821
萬華區,泰獅 泰式料理,4.4,1074
萬華區,哞哞屋和牛燒肉-西門店,4.8,5362
萬華區,Stan & Cat 史丹貓美式餐廳 西門店,4.4,1485
萬華區,Ikki,4.4,2469
萬華區,G+9鮮釀餐廳(板橋三民店) 義大利麵/燉飯/板橋美食/板橋包場/板橋餐廳/捷運板新站/耶誕城/好食券/五倍券,4.8,2428
萬華區,Jolihi Grill Ximen,4.5,5237
萬華區,Semi Buffet,4.3,2258
萬華區,A.K.12 美式小館,4.3,1280
萬華區,Jolly Brewery + Restaurant衡陽店,4.2,1609
萬華區,媽寶涼麵。雞湯。滴雞精,4.6,246
萬華區,nihaomao,4.5,205
萬華區,AoDai奧黛越南料理,4.6,443
萬華區,陶板屋 台北重慶南店,4,2295
萬華區,暫停營業,4.2,276
萬華區,蘭庭川菜館,4.2,349
萬華區,Xiang Se,4,1090
萬華區,Mei Guan Yuan,3.9,4179
萬華區,背包廚房手工披薩咖啡屋,4.2,1022
萬華區,Jia Yan Chinese Restaurant,4.3,573
萬華區,西門町京鑽豐采餐廳,3.7,150
萬華區,Stan & Cat 史丹貓美式餐廳 西門店,4.4,1485
萬華區,La Fusion,3.5,1038
萬華區,nihaomao,4.5,205
萬華區,Auntie Xie's,4.1,1114
萬華區,貴隆餐館,4.1,105
萬華區,Treasure Garden Restaurant,4.1,365
萬華區,新港茶餐廳 (西門店),4.1,2821
萬華區,日日村 a day,4.3,1413
萬華區,187金巴黎餐廳,3.9,39
萬華區,AL REV?S 餐廳 /顛倒restaurant,4.2,816
萬華區,Skylark,3.8,1054
萬華區,Jolly Brewery + Restaurant衡陽店,4.2,1609
萬華區,Ding Fu Lou Restaurant,3.9,499
萬華區,哞哞屋和牛燒肉-西門店,4.8,5362
萬華區,Jolihi Grill Ximen,4.5,5237
萬華區,媽寶涼麵。雞湯。滴雞精,4.6,246
萬華區,nihaomao,4.5,205
萬華區,AoDai奧黛越南料理,4.6,443
萬華區,3 Coins,4,3382
萬華區,捲尾巴寵物餐廳/台北寵物餐廳/永和restaurants/永和狗狗餐廳/永和餐廳/永和寵物餐廳/永和寵物友善餐廳/柴犬餐廳,4.3,424
萬華區,梅門防空洞/西門町美食/西門町餐廳/西門町素食,4.3,615
萬華區,Rice revolution vegetarian restaurant,4.2,907
萬華區,Dian Shui Lou,4.1,2170
萬華區,AL REV?S 餐廳 /顛倒restaurant,4.2,816
萬華區,華西街台南擔仔麵,4.2,419
萬華區,What Day Kitchen,4.3,3505
萬華區,Mei Guan Yuan,3.9,4179
萬華區,華王日式涮涮鍋,4.5,244
萬華區,Saizeriya,4.1,5499
萬華區,Dongxing Sushi Cafeteria,4.6,171
萬華區,心心麻辣鍋-西門店 ｜ 台北和牛吃到飽 ｜ 特色七龍珠火鍋 ｜ 西門町人氣美食,4.8,932
萬華區,Shanghai Need Xuan Restaurant (Lian Zhen Tong),4,1039
萬華區,三十三間堂/台北美食/台北日本料理/台北無菜單料理/台北餐廳/萬華美食/西門町美食,4.3,591
文山區,Ai Jiabei Restaurant,4.7,17
文山區,18精緻小館,4.7,622
文山區,里克德義廚房,4.4,624
文山區,PATIO46 美式餐廳,4.2,751
文山區,高帽子美食雜貨舖,4.6,75
文山區,Trattoria al Sole 豔陽下義大利小餐館/木柵美食/木柵餐廳/木柵義式餐廳/政大美食/政大餐廳/文山餐廳 動物園美食 動物園餐廳,4.6,347
文山區,七品聚圓夢餐廳,4.5,53
文山區,蓬萊小館,4.3,264
文山區,RICO'小廚 萬芳一店,4.2,527
文山區,不要問 Don’t ask 美食.私房料理,4.1,183
文山區,Go! Cafe 早午餐,4.2,301
文山區,休閒食堂,4.7,109
文山區,御神四季食藝料理「創意私廚」「季節無菜單料理」,4.3,200
文山區,LIRA里拉義大利廚房,4.1,1564
文山區,蛋蛋的幸福 蔬食料理,4.7,161
文山區,彩虹居快餐館(萬芳醫院可外送)—優質便宜簡餐店|特色餐廳|平價餐廳|越南泰國菜|異國餐廳|異國料理|特色料理|外送便當推薦,4.4,138
文山區,德意事歐式美食屋,4.4,610
文山區,滕老私廚,3.9,501
文山區,TAIGA,4.6,245
文山區,胖夫妻日式料理,4.5,588
文山區,Juicy Bun Burger 就是棒 美式餐廳 政大店,4.4,1676
文山區,菁串蔬食串燒Bar,4.7,471
文山區,素還真 政大店,4.5,179
文山區,Hongdayihao Exit,4.7,2007
文山區,胖夫妻日式料理,4.5,588
文山區,鬼頭鍋物食堂,4.4,255
文山區,H.I.Feeling Coffee早午餐,4.5,70
文山區,敘緣小館,4.2,382
文山區,米塔義式廚房-政大店,4.3,1312
文山區,龐家肉羹,4.3,344
文山區,Creative Pasta 創義麵 萬芳店,4.2,924
文山區,海天小館,4.1,308
文山區,哆食樂新韓式料理-世新店,4.5,890
文山區,石尚河馬店（自然探索屋非洲主題店）,4,35
文山區,樂山食堂,4.2,814
文山區,蔬福創意蔬食料理【純素、奶素】,4,221
文山區,小曼谷泰國雲南料理（政大）,4.1,599
文山區,四川飯館,4.2,425
文山區,品鮮樓,4,211
文山區,McDonald's Taipei Zoo,3.9,1106
文山區,Minzhong Restaurant,4,363
文山區,潮飯,4,437
文山區,小曼谷泰國雲南料理（政大）,4.1,599
文山區,龍丼亭,4.1,477
文山區,I'm PASTA,4.1,548
文山區,翔二屋????,4.3,197
文山區,RICO'義式廚房 木新二店,3.9,148
文山區,Hongdayihao Exit,4.7,2007
文山區,津食堂,4.4,374
文山區,好棒棒食堂,4.1,253
文山區,H.I.Feeling Coffee早午餐,4.5,70
文山區,哆食樂新韓式料理-世新店,4.5,890
文山區,daybee 茶米餐坊,4.3,234
文山區,奇谷食堂,3.7,103
文山區,迴圈早午餐,4.3,134
文山區,龐家肉羹,4.3,344
文山區,金鮨日式料理,3.9,1013
文山區,福林鐵板燒,4.1,301
文山區,一口壽司,4.2,166
文山區,香屋咖啡,4.2,125
南港區,飲飽食醉,4.5,425
南港區,Bei Yun Restaurant,4,921
南港區,TUCAN 大嘴鳥簡餐店,4.4,257
南港區,江東小館,3.9,181
南港區,三合鐵板燒,4,132
南港區,小植茁植物料理Vegan Vixated,4.5,142
南港區,拱心意義大利麵,4.3,249
南港區,楊廚,4,190
南港區,春日部食堂,4.2,252
南港區,中華食堂（胖師兄）,3.9,17
南港區,家常熱炒,4,65
南港區,正記餐館,3.8,111
南港區,悅平價鐵板燒,3.8,326
南港區,TDR DabbaWalla,3.7,109
南港區,Trine & Zen Breeze Academia Sinica Restaurant,4.3,383
南港區,鐵丸十三堂,4.2,582
南港區,義猶未盡,3.4,296
南港區,二郭頭串燒居酒屋,4.4,228
南港區,Moonlight Cantonese Restaurant,4.2,1084
南港區,布娜飛小酒館南港店BravoCafe draft beer bar,4.7,623
南港區,巴和奈野 Brunch Cafe',4,776
南港區,台北富信大飯店- 汎塔莎 FANTASIA,4,125
南港區,Ding Yuan Chinese Restaurant,4.1,163
南港區,皇冠自助式涮涮鍋,3.7,407
南港區,幸福家食堂,4.8,415
南港區,良美鵝肉專家,4.1,490
南港區,板前屋炭烤鰻魚飯,4.4,1973
南港區,Second Floor Caf?,4.2,4101
南港區,Taipei Fushin Hotel - Le Kitchen Cafeteria,4,479
南港區,越太太 - 阿水越南料理餐廳,4.4,366
南港區,M?venpick Caf? -莫凡彼南港車站店,4.5,535
南港區,Sunrise all day dining,3.6,1821
南港區,大戶屋南港車站店,4,479
南港區,The chips美式餐廳（南港車站）,4.1,1039
南港區,Songyuan Restaurant,4.3,132
南港區,金色三麥 南港citylink店,4.1,3731
南港區,瓦城泰國料理 - 南港車站店,4,857
南港區,Lady nara 新泰式料理 台北南港CITYLINK店,4.2,424
南港區,MO-MO-PARADISE 南港潤泰牧場,4.6,1413
南港區,川楓酒食館（居酒屋）日式串炸燒 小酌聚會 深夜美食堂(好吃 推薦人氣餐廳),4.8,979
南港區,觀世音菩薩 連成素食店,3.8,132
南港區,Crazy Cart Cafe甩尾卡丁車主題式餐廳,4.2,291
南港區,BOCY Patisserie & Bistro 寶希甜點好食光,4.1,502
南港區,Letian HK Restaurant,4.3,118
南港區,錢吟日式涮涮鍋,4.2,285
南港區,義薩格餐廳 Isaac Eatalian cuisine,4.2,281
南港區,彌生軒 YAYOI 南港車站店,4,808
南港區,魚蛋哥香港咖哩茶餐廳 CITYLINK 南港店,3.9,916
南港區,PASTi TRATTORIA,3.8,352
南港區,三竹園客家小館,4,463
南港區,Neverland LITE,4.3,957
南港區,Bogart's Smokehouse Taipei (美式木柴烤肉屋),4.7,977
南港區,帝王食補 世貿店/薑母鴨/美食/火鍋/餐廳/晚餐,4.5,670
南港區,享味素食漢堡,4.7,407
南港區,Respect Restaurant,4.4,485
南港區,高麗園銅盤烤肉 Citylink南港市場,3.9,1211
南港區,the Diner 樂子 南港店,4.1,1885
南港區,小南港-懶人私廚（早餐、下午茶外送）,4.1,690
